ocid,releases/0/id,releases/0/awards/0/id,releases/0/awards/0/status,releases/0/awards/0/date,releases/0/awards/0/value/amount,releases/0/awards/0/value/currency,releases/0/awards/0/relatedLots
ocds-hu01ve-7906676,ocds-hu01ve-7906676-01,1816759,active,2020-10-29T12:00:00Z,120367.01,EUR,8468559BF4
ocds-hu01ve-7918988,ocds-hu01ve-7918988-01,1916996,active,2020-10-28T12:00:00Z,993000,EUR,8482816137
ocds-hu01ve-7947162,ocds-hu01ve-7947162-01,1828121,active,2020-10-30T12:00:00Z,46184.07,EUR,8516236C42
ocds-hu01ve-7903111,ocds-hu01ve-7903111-01,1864841,active,2020-12-17T12:00:00Z,43397.16,EUR,8464369A42
ocds-hu01ve-7930080,ocds-hu01ve-7930080-01,2056699,active,2020-11-17T12:00:00Z,134775,EUR,8495775750
ocds-hu01ve-7915148,ocds-hu01ve-7915148-01,1810451,active,2020-10-16T12:00:00Z,570000,EUR,84783668F3
ocds-hu01ve-7915665,ocds-hu01ve-7915665-01,1813582,active,2020-10-29T12:00:00Z,79998.97,EUR,84789109DF
ocds-hu01ve-7899849,ocds-hu01ve-7899849-01,1815878,active,2020-10-02T12:00:00Z,37864,EUR,846050124B
ocds-hu01ve-7918859,ocds-hu01ve-7918859-01,2069697,active,2021-10-21T12:00:00Z,49948.5,EUR,8482707742
ocds-hu01ve-7920210,ocds-hu01ve-7920210-01,1855318,active,2020-10-27T12:00:00Z,179200,EUR,8484464130
ocds-hu01ve-7926466,ocds-hu01ve-7926466-01,1862953,active,2020-12-14T12:00:00Z,134843.3,EUR,84917730C4
ocds-hu01ve-7916981,ocds-hu01ve-7916981-01,1841767,active,2020-10-27T12:00:00Z,2739545.67,EUR,84804164AB
ocds-hu01ve-7918349,ocds-hu01ve-7918349-01,1808292,active,2020-10-22T12:00:00Z,44041.06,EUR,84820801D9
ocds-hu01ve-7898270,ocds-hu01ve-7898270-01,1877804,active,2020-10-28T12:00:00Z,53300,EUR,8458404FC7
ocds-hu01ve-7931054,ocds-hu01ve-7931054-01,1811975,active,2020-11-02T12:00:00Z,288,EUR,8496928ECA
ocds-hu01ve-7904698,ocds-hu01ve-7904698-01,1843795,active,2020-10-19T12:00:00Z,50000,EUR,8466139EE7
ocds-hu01ve-7925036,ocds-hu01ve-7925036-01,1854005,active,2020-12-17T12:00:00Z,101038.25,EUR,8490079AD2
ocds-hu01ve-7918151,ocds-hu01ve-7918151-01,1948205,active,2020-10-27T12:00:00Z,48482.95,EUR,8481956B82
ocds-hu01ve-8083530,ocds-hu01ve-8083530-01,2075283,active,2020-10-16T12:00:00Z,86601.54,EUR,867084714E
ocds-hu01ve-7883798,ocds-hu01ve-7883798-01,1865771,active,2020-12-28T12:00:00Z,251566,EUR,84417207B7
ocds-hu01ve-7907146,ocds-hu01ve-7907146-01,1913074,active,2020-11-12T12:00:00Z,73564.97,EUR,8469084D32
ocds-hu01ve-7911146,ocds-hu01ve-7911146-01,1936804,active,2020-11-03T12:00:00Z,6750,EUR,84734933A1
ocds-hu01ve-7944825,ocds-hu01ve-7944825-01,1819507,active,2020-11-05T12:00:00Z,22983,EUR,851345447D
ocds-hu01ve-7928673,ocds-hu01ve-7928673-01,1867133,active,2020-10-30T12:00:00Z,111100,EUR,8494210BD4
ocds-hu01ve-7908432,ocds-hu01ve-7908432-01,1878972,active,2020-10-21T12:00:00Z,98000,EUR,8470540EB9
ocds-hu01ve-7882806,ocds-hu01ve-7882806-01,1873854,active,2021-02-11T12:00:00Z,126200,EUR,8440504C3C
ocds-hu01ve-7892673,ocds-hu01ve-7892673-01,1797155,active,2020-10-05T12:00:00Z,566014.42,EUR,84520693FC
ocds-hu01ve-7906434,ocds-hu01ve-7906434-01,1803301,active,2020-10-15T12:00:00Z,712332,EUR,846826160B
ocds-hu01ve-7923341,ocds-hu01ve-7923341-01,2067016,active,2020-11-20T12:00:00Z,74992.5,EUR,84881860AE
ocds-hu01ve-7869621,ocds-hu01ve-7869621-01,1858183,active,2020-10-26T12:00:00Z,29600,EUR,8425782743
ocds-hu01ve-7929323,ocds-hu01ve-7929323-01,2019603,active,2021-07-21T12:00:00Z,3868389.1,EUR,84949373C7
ocds-hu01ve-7911759,ocds-hu01ve-7911759-01,1813403,active,2020-10-23T12:00:00Z,43217.9,EUR,8474206005
ocds-hu01ve-7917099,ocds-hu01ve-7917099-01,1814357,active,2020-11-04T12:00:00Z,293678.55,EUR,84805535B9
ocds-hu01ve-7888681,ocds-hu01ve-7888681-01,1921714,active,2020-12-30T12:00:00Z,106500,EUR,84473838F8
ocds-hu01ve-7920805,ocds-hu01ve-7920805-01,1984802,active,2020-10-23T12:00:00Z,214750,EUR,84852612E4
ocds-hu01ve-7955303,ocds-hu01ve-7955303-01,1823561,active,2020-10-29T12:00:00Z,82876.31,EUR,8525529119
ocds-hu01ve-7912693,ocds-hu01ve-7912693-01,1860757,active,2020-10-20T12:00:00Z,56300,EUR,8475246A3E
ocds-hu01ve-7900777,ocds-hu01ve-7900777-01,1856788,active,2020-10-22T12:00:00Z,55187.24,EUR,84617053DD
ocds-hu01ve-7926987,ocds-hu01ve-7926987-01,2070689,active,2020-11-20T12:00:00Z,54400,EUR,84923447F6
ocds-hu01ve-7909399,ocds-hu01ve-7909399-01,1957260,active,2020-10-21T12:00:00Z,676800,EUR,847159013A
ocds-hu01ve-7919538,ocds-hu01ve-7919538-01,1992743,active,2020-10-06T12:00:00Z,3780000,EUR,8483497331
ocds-hu01ve-7873035,ocds-hu01ve-7873035-01,1836072,active,2020-12-07T12:00:00Z,50000,EUR,8429495F51
ocds-hu01ve-7915970,ocds-hu01ve-7915970-01,1869227,active,2020-10-22T12:00:00Z,65236.5,EUR,8479260AB3
ocds-hu01ve-7917710,ocds-hu01ve-7917710-01,1907906,active,2020-10-20T12:00:00Z,90000,EUR,84813138E4
ocds-hu01ve-7879830,ocds-hu01ve-7879830-01,1864436,active,2020-10-05T12:00:00Z,1655896.1,EUR,8436822DC0
ocds-hu01ve-7898132,ocds-hu01ve-7898132-01,1796714,active,2020-10-05T12:00:00Z,40700,EUR,845829235E
ocds-hu01ve-7898732,ocds-hu01ve-7898732-01,1895570,active,2021-02-23T12:00:00Z,80000,EUR,845896920C
ocds-hu01ve-7911423,ocds-hu01ve-7911423-01,1898054,active,2020-11-11T12:00:00Z,71250,EUR,84738076BF
ocds-hu01ve-7889526,ocds-hu01ve-7889526-01,2060315,active,2020-10-01T12:00:00Z,11224857,EUR,8448365359
ocds-hu01ve-7906726,ocds-hu01ve-7906726-01,1816659,active,2020-10-29T12:00:00Z,196000.01,EUR,8468608466
ocds-hu01ve-7886358,ocds-hu01ve-7886358-01,1814074,active,2020-10-30T12:00:00Z,364769.5,EUR,8444827BB0
ocds-hu01ve-7916059,ocds-hu01ve-7916059-01,1836266,active,2020-12-09T12:00:00Z,341786.85,EUR,847937164E
ocds-hu01ve-7890827,ocds-hu01ve-7890827-01,1801415,active,2020-10-12T12:00:00Z,8569.99,EUR,84501482BA
ocds-hu01ve-7926552,ocds-hu01ve-7926552-01,1821838,active,2020-11-17T12:00:00Z,43239.72,EUR,8491869FF8
ocds-hu01ve-7910037,ocds-hu01ve-7910037-01,2134705,active,2020-10-23T12:00:00Z,74976.6,EUR,84722566D2
ocds-hu01ve-7921302,ocds-hu01ve-7921302-01,1870258,active,2020-11-03T12:00:00Z,146781.47,EUR,848588777A
ocds-hu01ve-7875996,ocds-hu01ve-7875996-01,1828251,active,2020-11-23T12:00:00Z,270947.08,EUR,8432790E70
ocds-hu01ve-7938670,ocds-hu01ve-7938670-01,2043377,active,2020-12-22T12:00:00Z,2400,EUR,8506214DD7
ocds-hu01ve-8292083,ocds-hu01ve-8292083-01,2007619,active,2021-10-12T12:00:00Z,25127.41,EUR,8912231DAB
ocds-hu01ve-7922918,ocds-hu01ve-7922918-01,2043291,active,2020-10-30T12:00:00Z,104398.9,EUR,8487717DA2
ocds-hu01ve-7824599,ocds-hu01ve-7824599-01,1960861,active,2021-06-09T12:00:00Z,1343449.75,EUR,83739512F9
ocds-hu01ve-7811585,ocds-hu01ve-7811585-01,1829936,active,2020-11-20T12:00:00Z,90544.81,EUR,8359015D62
ocds-hu01ve-7894234,ocds-hu01ve-7894234-01,1837524,active,2020-11-17T12:00:00Z,123600,EUR,84538387CE
ocds-hu01ve-7994318,ocds-hu01ve-7994318-01,1991069,active,2020-12-28T12:00:00Z,44000,EUR,85679174C7
ocds-hu01ve-7911761,ocds-hu01ve-7911761-01,1800570,active,2020-10-15T12:00:00Z,82760.98,EUR,8474167FD1
ocds-hu01ve-7902011,ocds-hu01ve-7902011-01,2049566,active,2020-10-30T12:00:00Z,40398.75,EUR,846304018B
ocds-hu01ve-7911682,ocds-hu01ve-7911682-01,2130133,active,2020-11-03T12:00:00Z,78210,EUR,8474069EF2
ocds-hu01ve-7958246,ocds-hu01ve-7958246-01,2147578,active,2021-10-26T12:00:00Z,913500,EUR,8528604AA8
ocds-hu01ve-7918267,ocds-hu01ve-7918267-01,2009009,active,2020-10-21T12:00:00Z,35000,EUR,848200866D
ocds-hu01ve-8022283,ocds-hu01ve-8022283-01,1900218,active,2019-08-06T12:00:00Z,180000,EUR,8601059A6A
ocds-hu01ve-7923406,ocds-hu01ve-7923406-01,1956884,active,2020-11-10T12:00:00Z,55000,EUR,8488321016
ocds-hu01ve-7859894,ocds-hu01ve-7859894-01,1824619,active,2020-10-09T12:00:00Z,232000,EUR,8414905747
ocds-hu01ve-8038192,ocds-hu01ve-8038192-01,1879822,active,2020-10-05T12:00:00Z,50000,EUR,8618830384
ocds-hu01ve-7926679,ocds-hu01ve-7926679-01,1817209,active,2020-10-28T12:00:00Z,62062,EUR,8492017A1C
ocds-hu01ve-7908074,ocds-hu01ve-7908074-01,1938104,active,2020-10-13T12:00:00Z,57000,EUR,84701160D8
ocds-hu01ve-7869880,ocds-hu01ve-7869880-01,1809314,active,2020-10-06T12:00:00Z,208350,EUR,842604504E
ocds-hu01ve-7863507,ocds-hu01ve-7863507-01,1857252,active,2020-10-16T12:00:00Z,264048,EUR,8418886C7F
ocds-hu01ve-7919955,ocds-hu01ve-7919955-01,1894530,active,2020-11-23T12:00:00Z,245967.74,EUR,8484107A92
ocds-hu01ve-7898909,ocds-hu01ve-7898909-01,1810130,active,2020-10-13T12:00:00Z,91777.89,EUR,8459169716
ocds-hu01ve-7899577,ocds-hu01ve-7899577-01,1938447,active,2020-10-21T12:00:00Z,107340,EUR,8459905674
ocds-hu01ve-7897821,ocds-hu01ve-7897821-01,2051237,active,2020-10-19T12:00:00Z,75751.79,EUR,84579476A9
ocds-hu01ve-7888561,ocds-hu01ve-7888561-01,1817104,active,2020-10-14T12:00:00Z,56034,EUR,8447197F78
ocds-hu01ve-8054561,ocds-hu01ve-8054561-01,1905677,active,2021-02-23T12:00:00Z,3056768.2,EUR,8637028CF8
ocds-hu01ve-7986939,ocds-hu01ve-7986939-01,1860265,active,2020-10-16T12:00:00Z,71952,EUR,8559785E07
ocds-hu01ve-7898195,ocds-hu01ve-7898195-01,1912449,active,2020-10-01T12:00:00Z,183182.2,EUR,8458325E96
ocds-hu01ve-7901677,ocds-hu01ve-7901677-01,1841739,active,2020-10-06T12:00:00Z,11870.52,EUR,846259959D
ocds-hu01ve-7900804,ocds-hu01ve-7900804-01,1842021,active,2020-12-02T12:00:00Z,97300.89,EUR,84616538F2
ocds-hu01ve-7842260,ocds-hu01ve-7842260-01,1888671,active,2020-10-07T12:00:00Z,182435,EUR,83941618C9
ocds-hu01ve-7902019,ocds-hu01ve-7902019-01,1818733,active,2020-11-03T12:00:00Z,8602,EUR,8463082433
ocds-hu01ve-7922348,ocds-hu01ve-7922348-01,1818049,active,2020-10-28T12:00:00Z,4973.99,EUR,8487200301
ocds-hu01ve-7903142,ocds-hu01ve-7903142-01,1812538,active,2020-11-02T12:00:00Z,50000,EUR,8464422600
ocds-hu01ve-7918849,ocds-hu01ve-7918849-01,1945961,active,2021-04-08T12:00:00Z,756520.8,EUR,84826990AA
ocds-hu01ve-7919437,ocds-hu01ve-7919437-01,1877194,active,2020-12-29T12:00:00Z,120354.33,EUR,84833612F6
ocds-hu01ve-7944219,ocds-hu01ve-7944219-01,1963685,active,2020-11-12T12:00:00Z,9090.91,EUR,8512853487
ocds-hu01ve-7998078,ocds-hu01ve-7998078-01,2061847,active,2020-11-09T12:00:00Z,72000,EUR,8572288BD5
ocds-hu01ve-7894835,ocds-hu01ve-7894835-01,1920941,active,2020-10-12T12:00:00Z,1159426.3,EUR,8454657BA9
ocds-hu01ve-7927330,ocds-hu01ve-7927330-01,1813684,active,2020-11-05T12:00:00Z,13275.14,EUR,8492730680
ocds-hu01ve-7899439,ocds-hu01ve-7899439-01,1812377,active,2020-10-27T12:00:00Z,35269.75,EUR,8459760EC9
ocds-hu01ve-7905239,ocds-hu01ve-7905239-01,1854262,active,2020-10-29T12:00:00Z,114000,EUR,8466737C64
ocds-hu01ve-7895286,ocds-hu01ve-7895286-01,1824283,active,2020-10-19T12:00:00Z,144400,EUR,8455043A33
ocds-hu01ve-7900466,ocds-hu01ve-7900466-01,1812406,active,2020-10-05T12:00:00Z,98100,EUR,8461274032
ocds-hu01ve-7927721,ocds-hu01ve-7927721-01,1995196,active,2020-11-12T12:00:00Z,76266.38,EUR,8493199987
ocds-hu01ve-7863363,ocds-hu01ve-7863363-01,1857384,active,2020-10-16T12:00:00Z,490000,EUR,8418749B71
ocds-hu01ve-7898349,ocds-hu01ve-7898349-01,2127715,active,2020-12-23T12:00:00Z,84600,EUR,8458475A60
ocds-hu01ve-7900557,ocds-hu01ve-7900557-01,2114909,active,2020-10-22T12:00:00Z,37137.09,EUR,846141548C
ocds-hu01ve-7898562,ocds-hu01ve-7898562-01,1823162,active,2020-10-08T12:00:00Z,214754.1,EUR,8458756246
ocds-hu01ve-7918287,ocds-hu01ve-7918287-01,1914367,active,2020-11-26T12:00:00Z,84770,EUR,848204227D
ocds-hu01ve-7895817,ocds-hu01ve-7895817-01,1799861,active,2020-10-06T12:00:00Z,277942.51,EUR,8455608C73
ocds-hu01ve-7839624,ocds-hu01ve-7839624-01,1855104,active,2020-12-18T12:00:00Z,807389.75,EUR,8390913076
ocds-hu01ve-7901573,ocds-hu01ve-7901573-01,1839591,active,2020-10-01T12:00:00Z,215221,EUR,84624770F1
ocds-hu01ve-7908802,ocds-hu01ve-7908802-01,1880783,active,2020-11-26T12:00:00Z,55953.14,EUR,84709755B5
ocds-hu01ve-7937646,ocds-hu01ve-7937646-01,2061234,active,2020-12-23T12:00:00Z,74407,EUR,85050751EC
ocds-hu01ve-7927521,ocds-hu01ve-7927521-01,1881744,active,2020-12-16T12:00:00Z,86147.5,EUR,8492948A65
ocds-hu01ve-7916969,ocds-hu01ve-7916969-01,2006095,active,2020-10-27T12:00:00Z,97622.8,EUR,8480407D3B
ocds-hu01ve-7927194,ocds-hu01ve-7927194-01,1828900,active,2020-11-12T12:00:00Z,10140,EUR,8492595718
ocds-hu01ve-7894308,ocds-hu01ve-7894308-01,1906401,active,2020-12-22T12:00:00Z,1165715,EUR,8453998BD6
ocds-hu01ve-8228835,ocds-hu01ve-8228835-01,2074778,active,2020-10-21T12:00:00Z,100066.34,EUR,8842029129
ocds-hu01ve-8352619,ocds-hu01ve-8352619-01,2044017,active,2020-10-29T12:00:00Z,2100000,EUR,89826247D1
ocds-hu01ve-7914645,ocds-hu01ve-7914645-01,1814065,active,2020-11-04T12:00:00Z,62775.89,EUR,8477502FF2
ocds-hu01ve-7956277,ocds-hu01ve-7956277-01,1962439,active,2020-11-01T12:00:00Z,66239.71,EUR,85264644AE
ocds-hu01ve-7897298,ocds-hu01ve-7897298-01,1852029,active,2020-12-09T12:00:00Z,103672.29,EUR,845735916F
ocds-hu01ve-7906541,ocds-hu01ve-7906541-01,1871752,active,2020-10-09T12:00:00Z,145449.76,EUR,84684165F4
ocds-hu01ve-7934862,ocds-hu01ve-7934862-01,1964420,active,2020-10-23T12:00:00Z,149000,EUR,850188489E
ocds-hu01ve-7899090,ocds-hu01ve-7899090-01,1824449,active,2020-11-22T12:00:00Z,72047.1,EUR,8459406AA9
ocds-hu01ve-7919832,ocds-hu01ve-7919832-01,1933823,active,2020-10-22T12:00:00Z,80000,EUR,8483994D51
ocds-hu01ve-7910892,ocds-hu01ve-7910892-01,1866350,active,2020-10-15T12:00:00Z,12345,EUR,8473164421
ocds-hu01ve-7909892,ocds-hu01ve-7909892-01,1848613,active,2020-10-15T12:00:00Z,377821.68,EUR,8472093051
ocds-hu01ve-7920524,ocds-hu01ve-7920524-01,1816189,active,2020-10-29T12:00:00Z,42929.57,EUR,8484899827
ocds-hu01ve-7899992,ocds-hu01ve-7899992-01,1801780,active,2020-10-08T12:00:00Z,18980.2,EUR,84606415D2
ocds-hu01ve-7910093,ocds-hu01ve-7910093-01,1892159,active,2020-12-02T12:00:00Z,56723.25,EUR,84723070EA
ocds-hu01ve-7888836,ocds-hu01ve-7888836-01,1861279,active,2020-10-14T12:00:00Z,39384,EUR,8447565F27
ocds-hu01ve-7917307,ocds-hu01ve-7917307-01,1864447,active,2020-10-21T12:00:00Z,35710.51,EUR,8480792AF2
ocds-hu01ve-7950486,ocds-hu01ve-7950486-01,1901900,active,2020-10-09T12:00:00Z,59090.28,EUR,8520213E2E
ocds-hu01ve-7881437,ocds-hu01ve-7881437-01,2059427,active,2020-10-01T12:00:00Z,1123453.86,EUR,8438684E52
ocds-hu01ve-7900122,ocds-hu01ve-7900122-01,1885882,active,2020-10-21T12:00:00Z,133400,EUR,846079226F
ocds-hu01ve-7904537,ocds-hu01ve-7904537-01,1921603,active,2020-10-22T12:00:00Z,62789.97,EUR,8465978A0C
ocds-hu01ve-7905555,ocds-hu01ve-7905555-01,2082806,active,2020-10-22T12:00:00Z,483606.55,EUR,84677765CF
ocds-hu01ve-7905562,ocds-hu01ve-7905562-01,1911979,active,2020-12-14T12:00:00Z,140000,EUR,84670953D5
ocds-hu01ve-7920063,ocds-hu01ve-7920063-01,1928567,active,2020-10-22T12:00:00Z,683818.34,EUR,84844548ED
ocds-hu01ve-7899700,ocds-hu01ve-7899700-01,1807512,active,2020-10-20T12:00:00Z,48080.92,EUR,846010075F
ocds-hu01ve-7906737,ocds-hu01ve-7906737-01,1816664,active,2020-10-29T12:00:00Z,111581.5,EUR,846862526E
ocds-hu01ve-7907077,ocds-hu01ve-7907077-01,1804252,active,2020-10-21T12:00:00Z,755000,EUR,84690007E2
ocds-hu01ve-8044107,ocds-hu01ve-8044107-01,2002264,active,2020-10-01T12:00:00Z,6596951.6,EUR,8903875E14
ocds-hu01ve-7908049,ocds-hu01ve-7908049-01,1939189,active,2020-10-13T12:00:00Z,62400,EUR,84700981FD
ocds-hu01ve-7901718,ocds-hu01ve-7901718-01,1984724,active,2020-12-03T12:00:00Z,724792,EUR,84626163A5
ocds-hu01ve-7898374,ocds-hu01ve-7898374-01,2098004,active,2020-10-06T12:00:00Z,140800,EUR,8458516C35
ocds-hu01ve-7919401,ocds-hu01ve-7919401-01,1985252,active,2020-12-16T12:00:00Z,47550,EUR,8483314C2A
ocds-hu01ve-7909628,ocds-hu01ve-7909628-01,1820520,active,2020-11-06T12:00:00Z,44670.09,EUR,8471899039
ocds-hu01ve-7905844,ocds-hu01ve-7905844-01,1882571,active,2020-12-18T12:00:00Z,20000,EUR,84675066FF
ocds-hu01ve-7922615,ocds-hu01ve-7922615-01,2074184,active,2020-10-13T12:00:00Z,41125500,EUR,84874598BB
ocds-hu01ve-7925137,ocds-hu01ve-7925137-01,1881401,active,2021-02-02T12:00:00Z,474737.1,EUR,84905152A1
ocds-hu01ve-7907859,ocds-hu01ve-7907859-01,2058733,active,2021-02-09T12:00:00Z,472892.76,EUR,8469930758
ocds-hu01ve-7905174,ocds-hu01ve-7905174-01,1890272,active,2020-11-09T12:00:00Z,757488.46,EUR,8466741FB0
ocds-hu01ve-7920520,ocds-hu01ve-7920520-01,1902671,active,2020-11-23T12:00:00Z,74950,EUR,8484914489
ocds-hu01ve-7890838,ocds-hu01ve-7890838-01,1850189,active,2020-09-18T12:00:00Z,74950,EUR,845179410D
ocds-hu01ve-7943403,ocds-hu01ve-7943403-01,1857832,active,2020-11-26T12:00:00Z,80482.29,EUR,8511634693
ocds-hu01ve-7925824,ocds-hu01ve-7925824-01,1822386,active,2020-10-28T12:00:00Z,417317.31,EUR,8491027923
ocds-hu01ve-7896376,ocds-hu01ve-7896376-01,1920617,active,2020-10-01T12:00:00Z,69810,EUR,8456290F40
ocds-hu01ve-7914576,ocds-hu01ve-7914576-01,1837826,active,2020-10-26T12:00:00Z,183000,EUR,8477365EE4
ocds-hu01ve-7779891,ocds-hu01ve-7779891-01,1812180,active,2020-10-29T12:00:00Z,65785.65,EUR,832011259F
ocds-hu01ve-7898849,ocds-hu01ve-7898849-01,1887888,active,2021-02-11T12:00:00Z,1425819.45,EUR,84592233A7
ocds-hu01ve-7925249,ocds-hu01ve-7925249-01,1862098,active,2020-12-18T12:00:00Z,204100,EUR,8490331AC7
ocds-hu01ve-7915840,ocds-hu01ve-7915840-01,1879232,active,2020-10-27T12:00:00Z,240822.01,EUR,8479146C9F
ocds-hu01ve-7867699,ocds-hu01ve-7867699-01,1848653,active,2020-11-13T12:00:00Z,93258.29,EUR,842376244F
ocds-hu01ve-7918443,ocds-hu01ve-7918443-01,1888748,active,2020-10-30T12:00:00Z,48000,EUR,848225309D
ocds-hu01ve-8002690,ocds-hu01ve-8002690-01,1903470,active,2020-12-28T12:00:00Z,43430.21,EUR,8577507EAF
ocds-hu01ve-7910358,ocds-hu01ve-7910358-01,2126548,active,2020-10-22T12:00:00Z,39135.92,EUR,8472580233
ocds-hu01ve-7907917,ocds-hu01ve-7907917-01,1819253,active,2020-11-10T12:00:00Z,111800,EUR,847002990A
ocds-hu01ve-7907738,ocds-hu01ve-7907738-01,1798478,active,2020-10-13T12:00:00Z,94050,EUR,84697567C1
ocds-hu01ve-7929136,ocds-hu01ve-7929136-01,1822233,active,2020-11-18T12:00:00Z,40900,EUR,8494715C91
ocds-hu01ve-7919894,ocds-hu01ve-7919894-01,1920879,active,2020-10-26T12:00:00Z,640427.18,EUR,848404141D
ocds-hu01ve-7915062,ocds-hu01ve-7915062-01,1814633,active,2020-10-28T12:00:00Z,430183.92,EUR,8478097AF6
ocds-hu01ve-7916595,ocds-hu01ve-7916595-01,1831903,active,2020-11-18T12:00:00Z,402710.94,EUR,8479966152
ocds-hu01ve-7907677,ocds-hu01ve-7907677-01,1880446,active,2020-11-06T12:00:00Z,108008.37,EUR,84697556EE
ocds-hu01ve-7917023,ocds-hu01ve-7917023-01,1858967,active,2020-10-26T12:00:00Z,69270,EUR,8480499928
ocds-hu01ve-7912898,ocds-hu01ve-7912898-01,1954644,active,2020-10-20T12:00:00Z,50000,EUR,847541233D
ocds-hu01ve-7910001,ocds-hu01ve-7910001-01,2004418,active,2020-10-28T12:00:00Z,58742.65,EUR,8472246E8F
ocds-hu01ve-7915950,ocds-hu01ve-7915950-01,2038215,active,2021-02-01T12:00:00Z,2500,EUR,8479235613
ocds-hu01ve-7900215,ocds-hu01ve-7900215-01,1801429,active,2020-10-05T12:00:00Z,1149000,EUR,8460978BEA
ocds-hu01ve-8135650,ocds-hu01ve-8135650-01,2146328,active,2020-10-16T12:00:00Z,361000.08,EUR,8736915A55
ocds-hu01ve-7995627,ocds-hu01ve-7995627-01,1928881,active,2020-12-29T12:00:00Z,112163.59,EUR,856937799A
ocds-hu01ve-7833241,ocds-hu01ve-7833241-01,1905574,active,2020-10-23T12:00:00Z,68054.87,EUR,8383441A5C
ocds-hu01ve-7902288,ocds-hu01ve-7902288-01,1848879,active,2020-10-26T12:00:00Z,132210.68,EUR,8463489411
ocds-hu01ve-7986351,ocds-hu01ve-7986351-01,1836988,active,2020-12-01T12:00:00Z,234000,EUR,855916700E
ocds-hu01ve-7916610,ocds-hu01ve-7916610-01,1933342,active,2020-10-30T12:00:00Z,162358,EUR,847995583C
ocds-hu01ve-7906877,ocds-hu01ve-7906877-01,1816792,active,2020-10-29T12:00:00Z,82709.96,EUR,8468794DE1
ocds-hu01ve-7911086,ocds-hu01ve-7911086-01,1803695,active,2020-10-16T12:00:00Z,72101.1,EUR,8473421835
ocds-hu01ve-7911903,ocds-hu01ve-7911903-01,2018470,active,2020-11-03T12:00:00Z,77470.56,EUR,8474321EE7
ocds-hu01ve-7905943,ocds-hu01ve-7905943-01,1824807,active,2020-10-20T12:00:00Z,74000,EUR,8467575FED
ocds-hu01ve-7913964,ocds-hu01ve-7913964-01,2051912,active,2020-10-23T12:00:00Z,70150,EUR,8476619748
ocds-hu01ve-7927191,ocds-hu01ve-7927191-01,2077596,active,2020-10-28T12:00:00Z,129600,EUR,8492570278
ocds-hu01ve-7894419,ocds-hu01ve-7894419-01,1801784,active,2020-10-01T12:00:00Z,40266.02,EUR,8454114B90
ocds-hu01ve-7898415,ocds-hu01ve-7898415-01,1875740,active,2020-10-12T12:00:00Z,354375,EUR,8458550845
ocds-hu01ve-7918822,ocds-hu01ve-7918822-01,1815424,active,2020-10-21T12:00:00Z,84722.62,EUR,8482833F3A
ocds-hu01ve-7898654,ocds-hu01ve-7898654-01,1826327,active,2020-11-13T12:00:00Z,94775.36,EUR,84588564CB
ocds-hu01ve-7899286,ocds-hu01ve-7899286-01,1920883,active,2020-12-04T12:00:00Z,47100,EUR,84596124AA
ocds-hu01ve-7895302,ocds-hu01ve-7895302-01,1860011,active,2021-01-15T12:00:00Z,100470,EUR,8455067E00
ocds-hu01ve-7831339,ocds-hu01ve-7831339-01,1983771,active,2020-10-20T12:00:00Z,66768.87,EUR,8381392F77
ocds-hu01ve-7926865,ocds-hu01ve-7926865-01,1895025,active,2020-11-23T12:00:00Z,74500,EUR,8492258100
ocds-hu01ve-7907714,ocds-hu01ve-7907714-01,1901353,active,2020-10-09T12:00:00Z,1900000,EUR,8469737813
ocds-hu01ve-7913392,ocds-hu01ve-7913392-01,1842802,active,2020-10-16T12:00:00Z,534860,EUR,8475912FD6
ocds-hu01ve-7925253,ocds-hu01ve-7925253-01,1999872,active,2020-10-30T12:00:00Z,226480.71,EUR,8490318010
ocds-hu01ve-7918015,ocds-hu01ve-7918015-01,1875513,active,2020-12-11T12:00:00Z,230000,EUR,84817029E7
ocds-hu01ve-7878913,ocds-hu01ve-7878913-01,1945500,active,2020-10-02T12:00:00Z,76349.7,EUR,843578345A
ocds-hu01ve-7764916,ocds-hu01ve-7764916-01,2003229,active,2021-09-07T12:00:00Z,316352.39,EUR,83064982FF
ocds-hu01ve-7856398,ocds-hu01ve-7856398-01,1885168,active,2020-11-24T12:00:00Z,818479.99,EUR,8411017ECA
ocds-hu01ve-7868931,ocds-hu01ve-7868931-01,2052674,active,2021-03-05T12:00:00Z,310015.23,EUR,842507717C
ocds-hu01ve-7897804,ocds-hu01ve-7897804-01,1875510,active,2020-10-28T12:00:00Z,280000,EUR,845794335D
ocds-hu01ve-7932501,ocds-hu01ve-7932501-01,1814193,active,2020-11-03T12:00:00Z,132436,EUR,849850977B
ocds-hu01ve-7915790,ocds-hu01ve-7915790-01,1852750,active,2020-11-10T12:00:00Z,68449.65,EUR,8479072F8D
ocds-hu01ve-7918947,ocds-hu01ve-7918947-01,1845208,active,2020-11-03T12:00:00Z,22245.27,EUR,848283835E
ocds-hu01ve-7911823,ocds-hu01ve-7911823-01,2031074,active,2020-09-23T12:00:00Z,33952.45,EUR,847425479F
ocds-hu01ve-7891382,ocds-hu01ve-7891382-01,1843796,active,2020-10-12T12:00:00Z,85000,EUR,84507134FA
ocds-hu01ve-7899502,ocds-hu01ve-7899502-01,1897264,active,2020-10-19T12:00:00Z,76116.56,EUR,8459831962
