ocid,releases/0/id,releases/0/awards/0/id,releases/0/awards/0/status,releases/0/awards/0/date,releases/0/awards/0/value/amount,releases/0/awards/0/value/currency,releases/0/awards/0/relatedLots
ocds-hu01ve-7905707,ocds-hu01ve-7905707-01,1860544,active,2020-10-09T12:00:00Z,347360,EUR,84672725E5
ocds-hu01ve-7895099,ocds-hu01ve-7895099-01,1838735,active,2020-10-08T12:00:00Z,264000,EUR,84549540C4
ocds-hu01ve-7918122,ocds-hu01ve-7918122-01,1918469,active,2021-01-11T12:00:00Z,255573.08,EUR,8481824E93
ocds-hu01ve-7895589,ocds-hu01ve-7895589-01,1864456,active,2020-12-31T12:00:00Z,1715090,EUR,8455363248
ocds-hu01ve-7864417,ocds-hu01ve-7864417-01,2104372,active,2020-11-23T12:00:00Z,199130,EUR,8419972CB1
ocds-hu01ve-7897090,ocds-hu01ve-7897090-01,1853725,active,2020-11-25T12:00:00Z,54700,EUR,845715376E
ocds-hu01ve-7914590,ocds-hu01ve-7914590-01,1974353,active,2021-02-05T12:00:00Z,155678.78,EUR,847739687B
ocds-hu01ve-7899255,ocds-hu01ve-7899255-01,2111456,active,2020-10-19T12:00:00Z,74000,EUR,845957454E
ocds-hu01ve-7914797,ocds-hu01ve-7914797-01,2048207,active,2020-10-20T12:00:00Z,533484,EUR,847766781E
ocds-hu01ve-7914971,ocds-hu01ve-7914971-01,1956860,active,2020-10-30T12:00:00Z,197750,EUR,8477919813
ocds-hu01ve-7895314,ocds-hu01ve-7895314-01,1833703,active,2020-10-28T12:00:00Z,454048.71,EUR,8455082A62
ocds-hu01ve-7924052,ocds-hu01ve-7924052-01,1852568,active,2020-10-28T12:00:00Z,51000,EUR,848901197B
ocds-hu01ve-7925946,ocds-hu01ve-7925946-01,1903947,active,2020-06-01T12:00:00Z,521121.77,EUR,84912110FD
ocds-hu01ve-7897287,ocds-hu01ve-7897287-01,1859261,active,2020-11-17T12:00:00Z,3300,EUR,84573466B3
ocds-hu01ve-7897287,ocds-hu01ve-7897287-01,1859279,active,2020-11-17T12:00:00Z,2640,EUR,8457353C78
ocds-hu01ve-7929435,ocds-hu01ve-7929435-01,1945176,active,2020-11-12T12:00:00Z,158400,EUR,849503115A
ocds-hu01ve-7897154,ocds-hu01ve-7897154-01,1916337,active,2020-11-02T12:00:00Z,50738.09,EUR,8457215A97
ocds-hu01ve-8227031,ocds-hu01ve-8227031-01,1968601,active,2020-10-07T12:00:00Z,46665.25,EUR,8839841390
ocds-hu01ve-7900652,ocds-hu01ve-7900652-01,1896437,active,2021-03-09T12:00:00Z,111600,EUR,8461500AAF
ocds-hu01ve-7900652,ocds-hu01ve-7900652-01,1896454,active,2021-03-09T12:00:00Z,223300,EUR,84614880CB
ocds-hu01ve-7933099,ocds-hu01ve-7933099-01,2119047,active,2020-11-20T12:00:00Z,70000,EUR,849978005A
ocds-hu01ve-7899828,ocds-hu01ve-7899828-01,1809920,active,2020-10-27T12:00:00Z,150447.19,EUR,8460497EFA
ocds-hu01ve-7868713,ocds-hu01ve-7868713-01,1817255,active,2020-09-29T12:00:00Z,62128,EUR,8424856B19
ocds-hu01ve-7888535,ocds-hu01ve-7888535-01,1870557,active,2020-09-29T12:00:00Z,183000,EUR,84472635F2
ocds-hu01ve-7926166,ocds-hu01ve-7926166-01,1831146,active,2020-11-18T12:00:00Z,46210,EUR,8493109F40
ocds-hu01ve-7896911,ocds-hu01ve-7896911-01,1814473,active,2020-10-02T12:00:00Z,58500,EUR,845690284C
ocds-hu01ve-7913904,ocds-hu01ve-7913904-01,2121305,active,2020-12-30T12:00:00Z,87448.4,EUR,84766164CF
ocds-hu01ve-8007437,ocds-hu01ve-8007437-01,1967078,active,2020-10-01T12:00:00Z,334558.11,EUR,8582661BE7
ocds-hu01ve-7918824,ocds-hu01ve-7918824-01,1815246,active,2020-10-29T12:00:00Z,52634.5,EUR,84826421A0
ocds-hu01ve-7925233,ocds-hu01ve-7925233-01,1952452,active,2020-11-26T12:00:00Z,42280,EUR,849038140C
ocds-hu01ve-7904478,ocds-hu01ve-7904478-01,2110067,active,2020-10-14T12:00:00Z,85397.95,EUR,846588092D
ocds-hu01ve-7914543,ocds-hu01ve-7914543-01,1851885,active,2020-11-06T12:00:00Z,60832.74,EUR,8477316677
ocds-hu01ve-7907488,ocds-hu01ve-7907488-01,1809605,active,2020-10-13T12:00:00Z,149364,EUR,846951835B
ocds-hu01ve-7926458,ocds-hu01ve-7926458-01,1934930,active,2020-10-29T12:00:00Z,91848,EUR,8491749CF2
ocds-hu01ve-7871005,ocds-hu01ve-7871005-01,2031708,active,2020-12-30T12:00:00Z,598221.59,EUR,8427377B7E
ocds-hu01ve-7897708,ocds-hu01ve-7897708-01,1884477,active,2021-02-17T12:00:00Z,171275.8,EUR,8457834968
ocds-hu01ve-7923037,ocds-hu01ve-7923037-01,1923224,active,2020-10-29T12:00:00Z,68837.93,EUR,8487804570
ocds-hu01ve-7922741,ocds-hu01ve-7922741-01,2095360,active,2020-11-02T12:00:00Z,20075.97,EUR,8487563E8C
ocds-hu01ve-7912936,ocds-hu01ve-7912936-01,1993454,active,2020-10-23T12:00:00Z,46489.83,EUR,847547031A
ocds-hu01ve-7952568,ocds-hu01ve-7952568-01,2029787,active,2021-02-11T12:00:00Z,14600000,EUR,8522592966
ocds-hu01ve-7952568,ocds-hu01ve-7952568-01,2029786,active,2021-02-11T12:00:00Z,2420000,EUR,8522557C83
ocds-hu01ve-7952568,ocds-hu01ve-7952568-01,2029785,active,2021-02-11T12:00:00Z,400000,EUR,852254529F
ocds-hu01ve-7952568,ocds-hu01ve-7952568-01,2029784,active,2021-02-11T12:00:00Z,600000,EUR,852252956A
ocds-hu01ve-7873669,ocds-hu01ve-7873669-01,1869051,active,2021-01-21T12:00:00Z,192000,EUR,8430354433
ocds-hu01ve-7904588,ocds-hu01ve-7904588-01,1917545,active,2020-12-04T12:00:00Z,91400,EUR,84660483D2
ocds-hu01ve-7921926,ocds-hu01ve-7921926-01,2116644,active,2020-11-24T12:00:00Z,134835.31,EUR,8486591C6E
ocds-hu01ve-7907797,ocds-hu01ve-7907797-01,1841156,active,2020-10-14T12:00:00Z,870604.75,EUR,8469817A17
ocds-hu01ve-7919364,ocds-hu01ve-7919364-01,1831607,active,2020-11-02T12:00:00Z,57500,EUR,8483266490
ocds-hu01ve-7925031,ocds-hu01ve-7925031-01,1828920,active,2020-10-29T12:00:00Z,109344.26,EUR,8490081C78
ocds-hu01ve-7916305,ocds-hu01ve-7916305-01,1978575,active,2020-11-26T12:00:00Z,96396.48,EUR,8479681620
ocds-hu01ve-7915671,ocds-hu01ve-7915671-01,1909033,active,2020-11-12T12:00:00Z,82207.44,EUR,8478891A31
ocds-hu01ve-7902521,ocds-hu01ve-7902521-01,1901883,active,2021-01-25T12:00:00Z,300000,EUR,84637267A4
ocds-hu01ve-7927476,ocds-hu01ve-7927476-01,1825651,active,2020-10-29T12:00:00Z,81712.16,EUR,8492904617
ocds-hu01ve-7904788,ocds-hu01ve-7904788-01,2049909,active,2020-12-21T12:00:00Z,109000,EUR,84662423EA
ocds-hu01ve-7927414,ocds-hu01ve-7927414-01,1984254,active,2020-10-29T12:00:00Z,58000,EUR,84928319D8
ocds-hu01ve-7922230,ocds-hu01ve-7922230-01,1871095,active,2020-12-02T12:00:00Z,107061.77,EUR,8486903DE6
ocds-hu01ve-7923761,ocds-hu01ve-7923761-01,1844182,active,2020-10-27T12:00:00Z,250462.73,EUR,8488690098
ocds-hu01ve-7902761,ocds-hu01ve-7902761-01,1817617,active,2020-10-07T12:00:00Z,1981350,EUR,8463992328
ocds-hu01ve-7926904,ocds-hu01ve-7926904-01,1878788,active,2020-10-30T12:00:00Z,127170,EUR,8492256F55
ocds-hu01ve-7944920,ocds-hu01ve-7944920-01,1962007,active,2020-11-01T12:00:00Z,106294.72,EUR,85135378FA
ocds-hu01ve-7992333,ocds-hu01ve-7992333-01,1905065,active,2021-01-04T12:00:00Z,387274.76,EUR,8565784492
ocds-hu01ve-7872579,ocds-hu01ve-7872579-01,2049000,active,2020-11-11T12:00:00Z,92616.59,EUR,8428940554
ocds-hu01ve-7921195,ocds-hu01ve-7921195-01,1810915,active,2020-10-23T12:00:00Z,255000,EUR,8485712710
ocds-hu01ve-7926406,ocds-hu01ve-7926406-01,1914108,active,2020-11-13T12:00:00Z,62577.12,EUR,8491730D44
ocds-hu01ve-7888101,ocds-hu01ve-7888101-01,1911240,active,2021-04-14T12:00:00Z,6915797,EUR,8446945F83
ocds-hu01ve-7908521,ocds-hu01ve-7908521-01,1854372,active,2020-12-31T12:00:00Z,260974.98,EUR,84706265B4
ocds-hu01ve-8409124,ocds-hu01ve-8409124-01,2106906,active,2020-10-28T12:00:00Z,91566.02,EUR,905110474D
ocds-hu01ve-7924090,ocds-hu01ve-7924090-01,1816928,active,2020-10-29T12:00:00Z,7071.3,EUR,848904558B
ocds-hu01ve-7936346,ocds-hu01ve-7936346-01,1939308,active,2020-04-03T12:00:00Z,40505.22,EUR,85036000B7
ocds-hu01ve-7897474,ocds-hu01ve-7897474-01,1833661,active,2020-11-23T12:00:00Z,54067.94,EUR,84575818A0
ocds-hu01ve-7918431,ocds-hu01ve-7918431-01,1887018,active,2020-11-09T12:00:00Z,119589.9,EUR,84821950C0
ocds-hu01ve-7920018,ocds-hu01ve-7920018-01,1912986,active,2020-11-11T12:00:00Z,15894.88,EUR,8484365F79
ocds-hu01ve-7834717,ocds-hu01ve-7834717-01,1984162,active,2020-10-20T12:00:00Z,44800,EUR,83850813BD
ocds-hu01ve-8321939,ocds-hu01ve-8321939-01,2029513,active,2020-10-26T12:00:00Z,150000,EUR,89470879C1
ocds-hu01ve-7934987,ocds-hu01ve-7934987-01,1813308,active,2020-11-04T12:00:00Z,54504.32,EUR,850201658D
ocds-hu01ve-7906948,ocds-hu01ve-7906948-01,1816450,active,2020-10-29T12:00:00Z,287012.16,EUR,846886694D
ocds-hu01ve-7906860,ocds-hu01ve-7906860-01,1934515,active,2020-11-18T12:00:00Z,71140.27,EUR,8468777FD9
ocds-hu01ve-7864004,ocds-hu01ve-7864004-01,1955055,active,2020-10-09T12:00:00Z,320816.63,EUR,8419428BC5
ocds-hu01ve-7891646,ocds-hu01ve-7891646-01,1832611,active,2020-10-29T12:00:00Z,39206.71,EUR,84510646A1
ocds-hu01ve-7898136,ocds-hu01ve-7898136-01,1848584,active,2021-01-04T12:00:00Z,1035745.24,EUR,84582565A8
ocds-hu01ve-7902375,ocds-hu01ve-7902375-01,1932448,active,2020-12-02T12:00:00Z,25560.97,EUR,84636400AE
ocds-hu01ve-7917997,ocds-hu01ve-7917997-01,1894349,active,2020-10-26T12:00:00Z,982165.8,EUR,8481688E58
ocds-hu01ve-7922980,ocds-hu01ve-7922980-01,2009392,active,2021-05-07T12:00:00Z,91326.25,EUR,848780998F
ocds-hu01ve-7922980,ocds-hu01ve-7922980-01,2009462,active,2021-05-07T12:00:00Z,27745.5,EUR,84878245F1
ocds-hu01ve-7922980,ocds-hu01ve-7922980-01,2009463,active,2021-05-07T12:00:00Z,62250,EUR,8487830AE3
ocds-hu01ve-7922980,ocds-hu01ve-7922980-01,2009483,active,2021-05-07T12:00:00Z,13110,EUR,84878413F9
ocds-hu01ve-7922980,ocds-hu01ve-7922980-01,2009438,active,2021-05-07T12:00:00Z,5646,EUR,84878180FF
ocds-hu01ve-7922980,ocds-hu01ve-7922980-01,2009489,active,2021-05-07T12:00:00Z,183708,EUR,8487844672
ocds-hu01ve-7922980,ocds-hu01ve-7922980-01,2009374,active,2021-05-07T12:00:00Z,122868.5,EUR,8487791AB4
ocds-hu01ve-7922980,ocds-hu01ve-7922980-01,2009482,active,2021-05-07T12:00:00Z,97044.2,EUR,8487838180
ocds-hu01ve-7883376,ocds-hu01ve-7883376-01,1854528,active,2020-12-11T12:00:00Z,110000,EUR,8441060711
ocds-hu01ve-7938229,ocds-hu01ve-7938229-01,1835689,active,2020-11-19T12:00:00Z,136265.56,EUR,8505732019
ocds-hu01ve-7907592,ocds-hu01ve-7907592-01,1854813,active,2020-11-06T12:00:00Z,120000,EUR,8469614294
ocds-hu01ve-8089096,ocds-hu01ve-8089096-01,1899023,active,2021-03-06T12:00:00Z,60000,EUR,8677302024
ocds-hu01ve-7813695,ocds-hu01ve-7813695-01,2056348,active,2020-12-31T12:00:00Z,4645500,EUR,8361401E5F
ocds-hu01ve-7925532,ocds-hu01ve-7925532-01,1819271,active,2020-10-29T12:00:00Z,1052301.45,EUR,84906745D6
ocds-hu01ve-7904229,ocds-hu01ve-7904229-01,2026674,active,2020-10-23T12:00:00Z,77250,EUR,8465614DA9
ocds-hu01ve-7916136,ocds-hu01ve-7916136-01,1971290,active,2020-10-19T12:00:00Z,96246.5,EUR,84794420E7
ocds-hu01ve-7907698,ocds-hu01ve-7907698-01,1834637,active,2020-12-03T12:00:00Z,39997.98,EUR,846973459A
ocds-hu01ve-7900035,ocds-hu01ve-7900035-01,1977432,active,2020-12-23T12:00:00Z,151502.5,EUR,846073750B
ocds-hu01ve-7921324,ocds-hu01ve-7921324-01,2027501,active,2020-10-26T12:00:00Z,39000,EUR,8485871A45
ocds-hu01ve-7896787,ocds-hu01ve-7896787-01,1943970,active,2021-04-16T12:00:00Z,138082.27,EUR,8456771C30
ocds-hu01ve-7914074,ocds-hu01ve-7914074-01,1875972,active,2020-11-12T12:00:00Z,146000,EUR,8476700A1F
ocds-hu01ve-7907407,ocds-hu01ve-7907407-01,2058487,active,2020-12-04T12:00:00Z,1719330.57,EUR,8469493EB6
ocds-hu01ve-7913456,ocds-hu01ve-7913456-01,1891786,active,2020-10-10T12:00:00Z,39561.77,EUR,8475995458
ocds-hu01ve-7901435,ocds-hu01ve-7901435-01,1906113,active,2020-10-20T12:00:00Z,65318,EUR,84776000D6
ocds-hu01ve-7909743,ocds-hu01ve-7909743-01,1864782,active,2020-12-31T12:00:00Z,178166.75,EUR,8471916E3C
ocds-hu01ve-7881267,ocds-hu01ve-7881267-01,1928699,active,2020-12-18T12:00:00Z,3414907.08,EUR,8438492FE0
ocds-hu01ve-7881267,ocds-hu01ve-7881267-01,1928700,active,2020-12-18T12:00:00Z,2442421.52,EUR,843855865A
ocds-hu01ve-7894548,ocds-hu01ve-7894548-01,1891287,active,2020-12-24T12:00:00Z,156677.12,EUR,8454449007
ocds-hu01ve-7922418,ocds-hu01ve-7922418-01,1816197,active,2020-11-10T12:00:00Z,9800.2,EUR,848716454B
ocds-hu01ve-7906420,ocds-hu01ve-7906420-01,1899925,active,2020-12-23T12:00:00Z,194000,EUR,84682404B7
ocds-hu01ve-7889067,ocds-hu01ve-7889067-01,1904337,active,2020-10-16T12:00:00Z,1009012,EUR,8447909B09
ocds-hu01ve-7917537,ocds-hu01ve-7917537-01,1814117,active,2020-10-24T12:00:00Z,84630,EUR,8481065C3B
ocds-hu01ve-7897891,ocds-hu01ve-7897891-01,1843073,active,2020-10-30T12:00:00Z,215248.06,EUR,845804250F
ocds-hu01ve-7917957,ocds-hu01ve-7917957-01,1867123,active,2020-10-21T12:00:00Z,60500,EUR,84816238B6
ocds-hu01ve-7905709,ocds-hu01ve-7905709-01,1822963,active,2020-11-17T12:00:00Z,92880,EUR,8467264F48
ocds-hu01ve-7875967,ocds-hu01ve-7875967-01,2087190,active,2021-05-14T12:00:00Z,920,EUR,8457524996
ocds-hu01ve-7875967,ocds-hu01ve-7875967-01,2087201,active,2021-05-14T12:00:00Z,2760,EUR,8457657758
ocds-hu01ve-7875967,ocds-hu01ve-7875967-01,2087176,active,2021-05-14T12:00:00Z,8200,EUR,84564882A9
ocds-hu01ve-7875967,ocds-hu01ve-7875967-01,2087214,active,2021-05-14T12:00:00Z,21000,EUR,8457669141
ocds-hu01ve-7875967,ocds-hu01ve-7875967-01,2087217,active,2021-05-14T12:00:00Z,6909,EUR,84575406CB
ocds-hu01ve-7875967,ocds-hu01ve-7875967-01,2087209,active,2021-05-14T12:00:00Z,16950,EUR,8457504915
ocds-hu01ve-7875967,ocds-hu01ve-7875967-01,2087158,active,2021-05-14T12:00:00Z,4462,EUR,8456478A66
ocds-hu01ve-7875967,ocds-hu01ve-7875967-01,2087195,active,2021-05-14T12:00:00Z,693.5,EUR,8457532033
ocds-hu01ve-7875967,ocds-hu01ve-7875967-01,2087182,active,2021-05-14T12:00:00Z,760,EUR,84564925F5
ocds-hu01ve-7875967,ocds-hu01ve-7875967-01,2087172,active,2021-05-14T12:00:00Z,17200,EUR,84564703CE
ocds-hu01ve-7875967,ocds-hu01ve-7875967-01,2087197,active,2021-05-14T12:00:00Z,9000,EUR,8457675633
ocds-hu01ve-7875967,ocds-hu01ve-7875967-01,2087219,active,2021-05-14T12:00:00Z,25850,EUR,8457545AEA
ocds-hu01ve-7875967,ocds-hu01ve-7875967-01,2087221,active,2021-05-14T12:00:00Z,890,EUR,84576609D1
ocds-hu01ve-7903794,ocds-hu01ve-7903794-01,1892890,active,2020-10-07T12:00:00Z,303917,EUR,8465134191
ocds-hu01ve-7922044,ocds-hu01ve-7922044-01,1985436,active,2020-12-07T12:00:00Z,153140,EUR,8486710EA1
ocds-hu01ve-7917594,ocds-hu01ve-7917594-01,2088132,active,2020-10-22T12:00:00Z,249727.73,EUR,8481163D1A
ocds-hu01ve-7900541,ocds-hu01ve-7900541-01,2049724,active,2020-10-06T12:00:00Z,54050,EUR,8461343920
ocds-hu01ve-7920904,ocds-hu01ve-7920904-01,2016637,active,2021-02-02T12:00:00Z,634270.19,EUR,8485409D03
ocds-hu01ve-7912188,ocds-hu01ve-7912188-01,1862168,active,2020-10-26T12:00:00Z,229900,EUR,8475016C70
ocds-hu01ve-7904624,ocds-hu01ve-7904624-01,1823858,active,2020-10-27T12:00:00Z,73411.23,EUR,84660938F3
ocds-hu01ve-8486302,ocds-hu01ve-8486302-01,2129217,active,2020-10-16T12:00:00Z,172160,EUR,9141742426
ocds-hu01ve-7911218,ocds-hu01ve-7911218-01,1870865,active,2021-01-18T12:00:00Z,17820,EUR,847357032C
ocds-hu01ve-7908623,ocds-hu01ve-7908623-01,1944595,active,2020-10-16T12:00:00Z,76117.5,EUR,8470760449
ocds-hu01ve-7912518,ocds-hu01ve-7912518-01,1821528,active,2020-10-16T12:00:00Z,147000,EUR,8474999E68
ocds-hu01ve-8023501,ocds-hu01ve-8023501-01,1858320,active,2020-10-26T12:00:00Z,17457085,EUR,86023281A3
ocds-hu01ve-7900445,ocds-hu01ve-7900445-01,1796888,active,2020-10-02T12:00:00Z,980075.9,EUR,84612479E7
ocds-hu01ve-7891805,ocds-hu01ve-7891805-01,1817703,active,2020-09-28T12:00:00Z,50000,EUR,8451185A7A
ocds-hu01ve-7895599,ocds-hu01ve-7895599-01,1866966,active,2020-11-09T12:00:00Z,47338.76,EUR,8455353A05
ocds-hu01ve-7897648,ocds-hu01ve-7897648-01,1811142,active,2020-10-29T12:00:00Z,148206.66,EUR,845779051A
ocds-hu01ve-7677770,ocds-hu01ve-7677770-01,1820701,active,2020-11-13T12:00:00Z,79244.53,EUR,8486716398
ocds-hu01ve-7903845,ocds-hu01ve-7903845-01,1863551,active,2020-10-22T12:00:00Z,129920,EUR,8465189EF0
ocds-hu01ve-7913007,ocds-hu01ve-7913007-01,2043831,active,2021-07-26T12:00:00Z,1000000,EUR,8475520C5A
ocds-hu01ve-7909431,ocds-hu01ve-7909431-01,1899810,active,2020-10-28T12:00:00Z,162014.24,EUR,8471574405
ocds-hu01ve-7914103,ocds-hu01ve-7914103-01,1823609,active,2020-10-21T12:00:00Z,64450,EUR,8476759ACF
ocds-hu01ve-7902346,ocds-hu01ve-7902346-01,1856584,active,2020-10-07T12:00:00Z,75000,EUR,8463499C4F
ocds-hu01ve-7903449,ocds-hu01ve-7903449-01,1809540,active,2020-10-14T12:00:00Z,153648,EUR,8464805211
ocds-hu01ve-7891006,ocds-hu01ve-7891006-01,2074885,active,2020-10-15T12:00:00Z,76262.3,EUR,84503319BC
ocds-hu01ve-7908317,ocds-hu01ve-7908317-01,1940505,active,2020-10-21T12:00:00Z,893487.85,EUR,8470385ED0
ocds-hu01ve-7922487,ocds-hu01ve-7922487-01,2003508,active,2020-11-16T12:00:00Z,46256.84,EUR,8487209A6C
ocds-hu01ve-7904535,ocds-hu01ve-7904535-01,1812966,active,2020-10-29T12:00:00Z,132497.42,EUR,84659513C6
ocds-hu01ve-7899031,ocds-hu01ve-7899031-01,1838707,active,2020-12-14T12:00:00Z,79050,EUR,8459313DE9
ocds-hu01ve-7924193,ocds-hu01ve-7924193-01,1815555,active,2020-10-27T12:00:00Z,60000,EUR,8489148A89
ocds-hu01ve-7926304,ocds-hu01ve-7926304-01,1854152,active,2020-11-12T12:00:00Z,44000,EUR,8491552A61
ocds-hu01ve-7904012,ocds-hu01ve-7904012-01,1831818,active,2020-12-01T12:00:00Z,74385,EUR,84653514A3
ocds-hu01ve-7899636,ocds-hu01ve-7899636-01,1941596,active,2021-02-04T12:00:00Z,303680.15,EUR,8459955FB4
ocds-hu01ve-7907657,ocds-hu01ve-7907657-01,1810068,active,2020-10-22T12:00:00Z,166313.43,EUR,84697090FA
ocds-hu01ve-7919484,ocds-hu01ve-7919484-01,1829839,active,2020-11-18T12:00:00Z,48316.49,EUR,84834089BD
ocds-hu01ve-7872523,ocds-hu01ve-7872523-01,1839632,active,2020-11-03T12:00:00Z,50878.69,EUR,8428876085
ocds-hu01ve-8343541,ocds-hu01ve-8343541-01,2073270,active,2020-10-01T12:00:00Z,109251,EUR,8972586C31
ocds-hu01ve-7912184,ocds-hu01ve-7912184-01,1802747,active,2020-10-19T12:00:00Z,102800,EUR,84746205A8
ocds-hu01ve-7891837,ocds-hu01ve-7891837-01,1910747,active,2020-10-13T12:00:00Z,200700,EUR,84512174E4
ocds-hu01ve-7920211,ocds-hu01ve-7920211-01,1999748,active,2020-11-18T12:00:00Z,260224.52,EUR,848450315F
ocds-hu01ve-7918297,ocds-hu01ve-7918297-01,1897846,active,2020-12-02T12:00:00Z,143550,EUR,8481996C84
ocds-hu01ve-7916609,ocds-hu01ve-7916609-01,1843330,active,2020-12-18T12:00:00Z,33231.15,EUR,847998944C
ocds-hu01ve-7921384,ocds-hu01ve-7921384-01,2058198,active,2020-11-12T12:00:00Z,61328.02,EUR,8485945757
ocds-hu01ve-7905275,ocds-hu01ve-7905275-01,1829173,active,2020-11-23T12:00:00Z,156800,EUR,8466967A32
ocds-hu01ve-7916846,ocds-hu01ve-7916846-01,1897322,active,2020-11-02T12:00:00Z,113607.05,EUR,8480269B5A
ocds-hu01ve-7898497,ocds-hu01ve-7898497-01,1881832,active,2021-02-23T12:00:00Z,499000,EUR,8458710C4D
ocds-hu01ve-7898497,ocds-hu01ve-7898497-01,1881834,active,2021-02-23T12:00:00Z,316800,EUR,84587583EC
ocds-hu01ve-7898497,ocds-hu01ve-7898497-01,2000612,active,2021-09-10T12:00:00Z,204000,EUR,8458750D4F
ocds-hu01ve-7898497,ocds-hu01ve-7898497-01,2000610,active,2021-09-10T12:00:00Z,306250,EUR,8458716144
ocds-hu01ve-7898497,ocds-hu01ve-7898497-01,1881833,active,2021-02-23T12:00:00Z,252000,EUR,845874378A
ocds-hu01ve-7898497,ocds-hu01ve-7898497-01,2000611,active,2021-09-10T12:00:00Z,114240,EUR,8458721563
ocds-hu01ve-7898497,ocds-hu01ve-7898497-01,1936429,active,2021-05-21T12:00:00Z,1635000,EUR,8458733F47
ocds-hu01ve-7898497,ocds-hu01ve-7898497-01,1881831,active,2021-02-23T12:00:00Z,1552500,EUR,84586499F7
ocds-hu01ve-7908312,ocds-hu01ve-7908312-01,1832622,active,2020-11-20T12:00:00Z,29900,EUR,84703745BF
ocds-hu01ve-7912337,ocds-hu01ve-7912337-01,1817646,active,2020-10-29T12:00:00Z,98731.53,EUR,8474786EA2
ocds-hu01ve-7920330,ocds-hu01ve-7920330-01,1838424,active,2020-11-02T12:00:00Z,112273.77,EUR,84846380C7
ocds-hu01ve-7899555,ocds-hu01ve-7899555-01,1868428,active,2021-01-18T12:00:00Z,156787.5,EUR,845988237A
ocds-hu01ve-7970605,ocds-hu01ve-7970605-01,1831339,active,2020-11-30T12:00:00Z,145050,EUR,8541905AFD
ocds-hu01ve-7921171,ocds-hu01ve-7921171-01,1916567,active,2020-12-17T12:00:00Z,337882.71,EUR,84858443FF
ocds-hu01ve-7921171,ocds-hu01ve-7921171-01,1903762,active,2020-12-17T12:00:00Z,115434.6,EUR,848592787C
ocds-hu01ve-7921171,ocds-hu01ve-7921171-01,1903750,active,2020-12-17T12:00:00Z,134587.5,EUR,84859088CE
ocds-hu01ve-7921171,ocds-hu01ve-7921171-01,1903524,active,2020-12-17T12:00:00Z,329042.25,EUR,84857305EB
ocds-hu01ve-7912448,ocds-hu01ve-7912448-01,2032396,active,2020-12-01T12:00:00Z,62000,EUR,84748936F1
ocds-hu01ve-7912433,ocds-hu01ve-7912433-01,2052747,active,2020-11-05T12:00:00Z,91375.07,EUR,84749104F9
ocds-hu01ve-7918767,ocds-hu01ve-7918767-01,1900553,active,2020-10-20T12:00:00Z,3160,EUR,84825895E2
ocds-hu01ve-7908276,ocds-hu01ve-7908276-01,1921620,active,2020-10-19T12:00:00Z,43000,EUR,8470335590
ocds-hu01ve-7844228,ocds-hu01ve-7844228-01,1832152,active,2020-10-10T12:00:00Z,80000,EUR,8396537188
ocds-hu01ve-7900174,ocds-hu01ve-7900174-01,1833617,active,2020-10-29T12:00:00Z,47398.12,EUR,8460866F7C
ocds-hu01ve-7896836,ocds-hu01ve-7896836-01,1831557,active,2020-11-26T12:00:00Z,87400,EUR,8456827A67
ocds-hu01ve-7921599,ocds-hu01ve-7921599-01,1867206,active,2020-10-30T12:00:00Z,325337.6,EUR,84861776CB
ocds-hu01ve-7904643,ocds-hu01ve-7904643-01,1796591,active,2020-10-09T12:00:00Z,47232,EUR,84669468DE
ocds-hu01ve-7922042,ocds-hu01ve-7922042-01,1829049,active,2020-11-10T12:00:00Z,119134.4,EUR,8486707C28
ocds-hu01ve-7921775,ocds-hu01ve-7921775-01,1939457,active,2020-11-20T12:00:00Z,166000,EUR,8486417CD7
ocds-hu01ve-7920773,ocds-hu01ve-7920773-01,1894507,active,2021-03-04T12:00:00Z,344782.34,EUR,84852276D4
ocds-hu01ve-7906845,ocds-hu01ve-7906845-01,1816746,active,2020-10-29T12:00:00Z,133434,EUR,84687612A9
ocds-hu01ve-7897126,ocds-hu01ve-7897126-01,2071471,active,2020-10-14T12:00:00Z,17880.69,EUR,8457180DB4
ocds-hu01ve-7891231,ocds-hu01ve-7891231-01,1856304,active,2020-10-20T12:00:00Z,111420,EUR,8450551F47
ocds-hu01ve-7912317,ocds-hu01ve-7912317-01,1885663,active,2020-10-20T12:00:00Z,41181.21,EUR,8474802BD7
ocds-hu01ve-7890263,ocds-hu01ve-7890263-01,1997132,active,2020-10-22T12:00:00Z,331572.5,EUR,8449193E9F
ocds-hu01ve-7914183,ocds-hu01ve-7914183-01,1960746,active,2020-11-09T12:00:00Z,70800,EUR,847684629D
ocds-hu01ve-7890890,ocds-hu01ve-7890890-01,1837802,active,2020-10-02T12:00:00Z,27195.54,EUR,8450212789
ocds-hu01ve-7937489,ocds-hu01ve-7937489-01,1899472,active,2020-11-12T12:00:00Z,137100,EUR,8504839F27
ocds-hu01ve-7921189,ocds-hu01ve-7921189-01,1994504,active,2020-12-02T12:00:00Z,15000,EUR,8485717B2F
ocds-hu01ve-7927395,ocds-hu01ve-7927395-01,2125420,active,2021-02-09T12:00:00Z,560758.58,EUR,84928200C7
ocds-hu01ve-7906377,ocds-hu01ve-7906377-01,1872276,active,2020-10-23T12:00:00Z,79260.21,EUR,846816894B
